GWMST Name;Datum/Uhrzeit;Messwert
moin;17.05.2013 07:00:00;3.42
moin;17.05.2013 08:00:00;3.46
moin;17.05.2013 09:00:00;3.49
moin;17.05.2013 10:00:00;3.51
moin;17.05.2013 11:00:00;3.48
moin;17.05.2013 12:00:00;3.50
moin;17.05.2013 13:00:00;3.49
moin;17.05.2013 14:00:00;3.50
moin;17.05.2013 15:00:00;3.52
moin;17.05.2013 16:00:00;3.52
moin;17.05.2013 17:00:00;3.51
moin;17.05.2013 18:00:00;3.48
moin;17.05.2013 19:00:00;3.49
moin;17.05.2013 20:00:00;3.49
moin;17.05.2013 21:00:00;3.51
moin;17.05.2013 22:00:00;3.52
moin;17.05.2013 23:00:00;3.53
moin;18.05.2013 00:00:00;3.69
moin;18.05.2013 01:00:00;3.79
moin;18.05.2013 02:00:00;3.83
moin;18.05.2013 03:00:00;3.85
moin;18.05.2013 04:00:00;3.89
moin;18.05.2013 05:00:00;3.91
moin;18.05.2013 06:00:00;3.91
moin;18.05.2013 07:00:00;3.91
moin;18.05.2013 08:00:00;3.92
moin;18.05.2013 09:00:00;3.92
moin;18.05.2013 10:00:00;3.96
moin;18.05.2013 11:00:00;3.99
moin;18.05.2013 12:00:00;3.99
moin;18.05.2013 13:00:00;3.96
moin;18.05.2013 14:00:00;3.97
moin;18.05.2013 15:00:00;3.97
moin;18.05.2013 16:00:00;3.96
moin;18.05.2013 17:00:00;4.00
moin;18.05.2013 18:00:00;4.02
moin;18.05.2013 19:00:00;4.04
moin;18.05.2013 20:00:00;4.02
moin;18.05.2013 21:00:00;4.02
moin;18.05.2013 22:00:00;4.04
moin;18.05.2013 23:00:00;4.04
moin;19.05.2013 00:00:00;4.02
moin;19.05.2013 01:00:00;4.09
moin;19.05.2013 02:00:00;4.11
moin;19.05.2013 03:00:00;4.06
moin;19.05.2013 04:00:00;4.05
moin;19.05.2013 05:00:00;4.17
moin;19.05.2013 06:00:00;4.22
moin;19.05.2013 07:00:00;4.20
moin;19.05.2013 08:00:00;4.23
moin;19.05.2013 09:00:00;4.23
moin;19.05.2013 10:00:00;4.19
moin;19.05.2013 11:00:00;4.12
moin;19.05.2013 12:00:00;4.07
moin;19.05.2013 13:00:00;4.13
moin;19.05.2013 14:00:00;4.13
moin;19.05.2013 15:00:00;4.11
moin;19.05.2013 16:00:00;4.19
moin;19.05.2013 17:00:00;4.11
moin;19.05.2013 18:00:00;4.19
moin;19.05.2013 19:00:00;4.17
moin;19.05.2013 20:00:00;4.24
moin;19.05.2013 21:00:00;4.17
moin;19.05.2013 22:00:00;4.19
moin;19.05.2013 23:00:00;4.24
moin;20.05.2013 00:00:00;4.12
moin;20.05.2013 01:00:00;4.05
moin;20.05.2013 02:00:00;3.98
moin;20.05.2013 03:00:00;3.91
moin;20.05.2013 04:00:00;3.89
moin;20.05.2013 05:00:00;3.88
moin;20.05.2013 06:00:00;3.87
moin;20.05.2013 07:00:00;3.85
moin;20.05.2013 08:00:00;3.83
moin;20.05.2013 09:00:00;3.80
moin;20.05.2013 10:00:00;3.78
moin;20.05.2013 11:00:00;3.78
moin;20.05.2013 12:00:00;3.77
moin;20.05.2013 13:00:00;3.81
moin;20.05.2013 14:00:00;3.78
moin;20.05.2013 15:00:00;3.78
moin;20.05.2013 16:00:00;3.77
moin;20.05.2013 17:00:00;3.79
moin;20.05.2013 18:00:00;3.81
moin;20.05.2013 19:00:00;3.83
moin;20.05.2013 20:00:00;3.83
moin;20.05.2013 21:00:00;3.84
moin;20.05.2013 22:00:00;3.84
moin;20.05.2013 23:00:00;3.80
moin;21.05.2013 00:00:00;4.63
moin;21.05.2013 01:00:00;4.70
moin;21.05.2013 02:00:00;4.91
moin;21.05.2013 03:00:00;4.57
moin;21.05.2013 04:00:00;5.02
moin;21.05.2013 05:00:00;5.48
moin;21.05.2013 06:00:00;5.04
moin;21.05.2013 07:00:00;5.32
moin;21.05.2013 08:00:00;5.26
moin;21.05.2013 09:00:00;5.38
moin;21.05.2013 10:00:00;5.00
moin;21.05.2013 11:00:00;5.46
moin;21.05.2013 12:00:00;5.42
moin;21.05.2013 13:00:00;5.69
moin;21.05.2013 14:00:00;5.90
moin;21.05.2013 15:00:00;5.76
moin;21.05.2013 16:00:00;5.37
moin;21.05.2013 17:00:00;4.94
moin;21.05.2013 18:00:00;5.01
moin;21.05.2013 19:00:00;5.01
moin;21.05.2013 20:00:00;4.89
moin;21.05.2013 21:00:00;4.63
moin;21.05.2013 22:00:00;4.68
moin;21.05.2013 23:00:00;4.40
moin;22.05.2013 00:00:00;4.21
moin;22.05.2013 01:00:00;4.06
moin;22.05.2013 02:00:00;3.97
moin;22.05.2013 03:00:00;3.85
moin;22.05.2013 04:00:00;3.85
moin;22.05.2013 05:00:00;3.82
moin;22.05.2013 06:00:00;3.80
moin;22.05.2013 07:00:00;3.76
moin;22.05.2013 08:00:00;3.66
moin;22.05.2013 09:00:00;3.62
moin;22.05.2013 10:00:00;3.64
moin;22.05.2013 11:00:00;3.63
moin;22.05.2013 12:00:00;3.60
moin;22.05.2013 13:00:00;3.62
moin;22.05.2013 14:00:00;3.64
moin;22.05.2013 15:00:00;3.59
moin;22.05.2013 16:00:00;3.64
moin;22.05.2013 17:00:00;3.69
moin;22.05.2013 18:00:00;3.68
moin;22.05.2013 19:00:00;3.69
moin;22.05.2013 20:00:00;3.72
moin;22.05.2013 21:00:00;3.65
moin;22.05.2013 22:00:00;3.63
moin;22.05.2013 23:00:00;3.69
moin;23.05.2013 00:00:00;3.65
moin;23.05.2013 01:00:00;3.56
moin;23.05.2013 02:00:00;3.56
moin;23.05.2013 03:00:00;3.54
moin;23.05.2013 04:00:00;3.49
moin;23.05.2013 05:00:00;3.46
moin;23.05.2013 06:00:00;3.48
moin;23.05.2013 07:00:00;3.45
moin;23.05.2013 08:00:00;3.48
moin;23.05.2013 09:00:00;3.50
moin;23.05.2013 10:00:00;3.49
moin;23.05.2013 11:00:00;3.51
moin;23.05.2013 12:00:00;3.49
moin;23.05.2013 13:00:00;3.46
moin;23.05.2013 14:00:00;3.44
moin;23.05.2013 15:00:00;3.47
moin;23.05.2013 16:00:00;3.45
moin;23.05.2013 17:00:00;3.48
moin;23.05.2013 18:00:00;3.49
moin;23.05.2013 19:00:00;3.49
moin;23.05.2013 20:00:00;3.46
moin;23.05.2013 21:00:00;3.47
moin;23.05.2013 22:00:00;3.44
moin;23.05.2013 23:00:00;3.48
moin;24.05.2013 00:00:00;3.50
moin;24.05.2013 01:00:00;3.50
moin;24.05.2013 02:00:00;3.51
moin;24.05.2013 03:00:00;3.49
moin;24.05.2013 04:00:00;3.50
moin;24.05.2013 05:00:00;3.52
moin;24.05.2013 06:00:00;3.51
moin;24.05.2013 07:00:00;3.47
moin;24.05.2013 08:00:00;3.49
moin;24.05.2013 09:00:00;3.47
moin;24.05.2013 10:00:00;3.46
moin;24.05.2013 11:00:00;3.48
moin;24.05.2013 12:00:00;3.48
moin;24.05.2013 13:00:00;3.51
moin;24.05.2013 14:00:00;3.52
moin;24.05.2013 15:00:00;3.52
moin;24.05.2013 16:00:00;3.49
moin;24.05.2013 17:00:00;3.51
moin;24.05.2013 18:00:00;3.50
moin;24.05.2013 19:00:00;3.47
moin;24.05.2013 20:00:00;3.48
moin;24.05.2013 21:00:00;3.49
moin;24.05.2013 22:00:00;3.48
moin;24.05.2013 23:00:00;3.49
moin;25.05.2013 00:00:00;3.64
moin;25.05.2013 01:00:00;3.67
moin;25.05.2013 02:00:00;3.66
moin;25.05.2013 03:00:00;3.61
moin;25.05.2013 04:00:00;3.67
moin;25.05.2013 05:00:00;3.60
moin;25.05.2013 06:00:00;3.71
moin;25.05.2013 07:00:00;3.75
moin;25.05.2013 08:00:00;3.75
moin;25.05.2013 09:00:00;3.71
moin;25.05.2013 10:00:00;3.68
moin;25.05.2013 11:00:00;3.71
moin;25.05.2013 12:00:00;3.70
moin;25.05.2013 13:00:00;3.76
moin;25.05.2013 14:00:00;3.71
moin;25.05.2013 15:00:00;3.74
moin;25.05.2013 16:00:00;3.70
moin;25.05.2013 17:00:00;3.65
moin;25.05.2013 18:00:00;3.70
moin;25.05.2013 19:00:00;3.64
moin;25.05.2013 20:00:00;3.61
moin;25.05.2013 21:00:00;3.67
moin;25.05.2013 22:00:00;3.72
moin;25.05.2013 23:00:00;3.68
moin;26.05.2013 00:00:00;3.63
moin;26.05.2013 01:00:00;3.57
moin;26.05.2013 02:00:00;3.52
moin;26.05.2013 03:00:00;3.53
moin;26.05.2013 04:00:00;3.51
moin;26.05.2013 05:00:00;3.47
moin;26.05.2013 06:00:00;3.47
moin;26.05.2013 07:00:00;3.48
moin;26.05.2013 08:00:00;3.49
moin;26.05.2013 09:00:00;3.49
moin;26.05.2013 10:00:00;3.48
moin;26.05.2013 11:00:00;3.48
moin;26.05.2013 12:00:00;3.48
moin;26.05.2013 13:00:00;3.50
moin;26.05.2013 14:00:00;3.47
moin;26.05.2013 15:00:00;3.47
moin;26.05.2013 16:00:00;3.46
moin;26.05.2013 17:00:00;3.46
moin;26.05.2013 18:00:00;3.47
moin;26.05.2013 19:00:00;3.50
moin;26.05.2013 20:00:00;3.46
moin;26.05.2013 21:00:00;3.46
moin;26.05.2013 22:00:00;3.45
moin;26.05.2013 23:00:00;3.48
moin;27.05.2013 00:00:00;3.47
moin;27.05.2013 01:00:00;3.46
moin;27.05.2013 02:00:00;3.44
moin;27.05.2013 03:00:00;3.45
moin;27.05.2013 04:00:00;3.45
moin;27.05.2013 05:00:00;3.47
moin;27.05.2013 06:00:00;3.47
moin;27.05.2013 07:00:00;3.45
moin;27.05.2013 08:00:00;3.44
moin;27.05.2013 09:00:00;3.43
moin;27.05.2013 10:00:00;3.45
moin;27.05.2013 11:00:00;3.47
moin;27.05.2013 12:00:00;3.49
moin;27.05.2013 13:00:00;3.45
moin;27.05.2013 14:00:00;3.48
moin;27.05.2013 15:00:00;3.48
moin;27.05.2013 16:00:00;3.45
moin;27.05.2013 17:00:00;3.44
moin;27.05.2013 18:00:00;3.45
moin;27.05.2013 19:00:00;3.45
moin;27.05.2013 20:00:00;3.44
moin;27.05.2013 21:00:00;3.43
moin;27.05.2013 22:00:00;3.47
moin;27.05.2013 23:00:00;3.46
moin;28.05.2013 00:00:00;3.59
moin;28.05.2013 01:00:00;3.69
moin;28.05.2013 02:00:00;3.73
moin;28.05.2013 03:00:00;3.80
moin;28.05.2013 04:00:00;3.81
moin;28.05.2013 05:00:00;3.86
moin;28.05.2013 06:00:00;3.88
moin;28.05.2013 07:00:00;3.89
moin;28.05.2013 08:00:00;3.90
moin;28.05.2013 09:00:00;3.88
moin;28.05.2013 10:00:00;3.90
moin;28.05.2013 11:00:00;3.92
moin;28.05.2013 12:00:00;3.93
moin;28.05.2013 13:00:00;3.96
moin;28.05.2013 14:00:00;3.92
moin;28.05.2013 15:00:00;3.92
moin;28.05.2013 16:00:00;3.93
moin;28.05.2013 17:00:00;3.91
moin;28.05.2013 18:00:00;3.94
moin;28.05.2013 19:00:00;3.94
moin;28.05.2013 20:00:00;3.90
moin;28.05.2013 21:00:00;3.93
moin;28.05.2013 22:00:00;3.90
moin;28.05.2013 23:00:00;3.90
moin;29.05.2013 00:00:00;3.95
moin;29.05.2013 01:00:00;3.95
moin;29.05.2013 02:00:00;3.95
moin;29.05.2013 03:00:00;3.97
moin;29.05.2013 04:00:00;4.00
moin;29.05.2013 05:00:00;4.03
moin;29.05.2013 06:00:00;4.03
moin;29.05.2013 07:00:00;4.08
moin;29.05.2013 08:00:00;4.00
moin;29.05.2013 09:00:00;4.02
moin;29.05.2013 10:00:00;4.00
moin;29.05.2013 11:00:00;4.05
moin;29.05.2013 12:00:00;4.04
moin;29.05.2013 13:00:00;3.98
moin;29.05.2013 14:00:00;3.96
moin;29.05.2013 15:00:00;3.98
moin;29.05.2013 16:00:00;3.96
moin;29.05.2013 17:00:00;4.00
moin;29.05.2013 18:00:00;4.03
moin;29.05.2013 19:00:00;4.05
moin;29.05.2013 20:00:00;4.06
moin;29.05.2013 21:00:00;4.04
moin;29.05.2013 22:00:00;4.02
moin;29.05.2013 23:00:00;4.02
moin;30.05.2013 00:00:00;3.94
