GWMST Name;Datum/Zeit;Messwert
Br.2;28.05.2025 00:00:00;9,60
Br.2;28.05.2025 01:00:00;9,60
Br.2;28.05.2025 02:00:00;9,60
Br.2;28.05.2025 03:00:00;9,60
Br.2;28.05.2025 04:00:00;9,60
Br.2;28.05.2025 05:00:00;9,60
Br.2;28.05.2025 06:00:00;9,60
Br.2;28.05.2025 07:00:00;9,60
Br.2;28.05.2025 08:00:00;9,60
Br.2;28.05.2025 09:00:00;9,60
Br.2;28.05.2025 10:00:00;9,60
Br.2;28.05.2025 11:00:00;9,60
Br.2;28.05.2025 12:00:00;9,60
Br.2;28.05.2025 13:00:00;9,60
Br.2;28.05.2025 14:00:00;9,60
Br.2;28.05.2025 15:00:00;9,60
Br.2;28.05.2025 16:00:00;9,60
Br.2;28.05.2025 17:00:00;9,60
Br.2;28.05.2025 18:00:00;9,60
Br.2;28.05.2025 19:00:00;9,60
Br.2;28.05.2025 20:00:00;9,60
Br.2;28.05.2025 21:00:00;9,60
Br.2;28.05.2025 22:00:00;9,60
Br.2;28.05.2025 23:00:00;9,60
Br.2;29.05.2025 00:00:00;9,73
Br.2;29.05.2025 01:00:00;9,74
Br.2;29.05.2025 02:00:00;9,73
Br.2;29.05.2025 03:00:00;9,74
Br.2;29.05.2025 04:00:00;9,73
Br.2;29.05.2025 05:00:00;9,74
Br.2;29.05.2025 06:00:00;9,73
Br.2;29.05.2025 07:00:00;9,73
Br.2;29.05.2025 08:00:00;9,73
Br.2;29.05.2025 09:00:00;9,74
Br.2;29.05.2025 10:00:00;9,73
Br.2;29.05.2025 11:00:00;9,73
Br.2;29.05.2025 12:00:00;9,73
Br.2;29.05.2025 13:00:00;9,74
Br.2;29.05.2025 14:00:00;9,74
Br.2;29.05.2025 15:00:00;9,74
Br.2;29.05.2025 16:00:00;9,73
Br.2;29.05.2025 17:00:00;9,73
Br.2;29.05.2025 18:00:00;9,74
Br.2;29.05.2025 19:00:00;9,74
Br.2;29.05.2025 20:00:00;9,74
Br.2;29.05.2025 21:00:00;9,74
Br.2;29.05.2025 22:00:00;9,73
Br.2;29.05.2025 23:00:00;9,74
Br.2;30.05.2025 00:00:00;9,67
Br.2;30.05.2025 01:00:00;9,67
Br.2;30.05.2025 02:00:00;9,67
Br.2;30.05.2025 03:00:00;9,67
Br.2;30.05.2025 04:00:00;9,67
Br.2;30.05.2025 05:00:00;9,67
Br.2;30.05.2025 06:00:00;9,67
Br.2;30.05.2025 07:00:00;9,67
Br.2;30.05.2025 08:00:00;9,67
Br.2;30.05.2025 09:00:00;9,67
Br.2;30.05.2025 10:00:00;9,67
Br.2;30.05.2025 11:00:00;9,67
Br.2;30.05.2025 12:00:00;9,67
Br.2;30.05.2025 13:00:00;9,67
Br.2;30.05.2025 14:00:00;9,67
Br.2;30.05.2025 15:00:00;9,67
Br.2;30.05.2025 16:00:00;9,67
Br.2;30.05.2025 17:00:00;9,67
Br.2;30.05.2025 18:00:00;9,67
Br.2;30.05.2025 19:00:00;9,67
Br.2;30.05.2025 20:00:00;9,67
Br.2;30.05.2025 21:00:00;9,67
Br.2;30.05.2025 22:00:00;9,67
Br.2;30.05.2025 23:00:00;9,67
Br.2;31.05.2025 00:00:00;9,73
Br.2;31.05.2025 01:00:00;9,73
Br.2;31.05.2025 02:00:00;9,73
Br.2;31.05.2025 03:00:00;9,73
Br.2;31.05.2025 04:00:00;9,73
Br.2;31.05.2025 05:00:00;9,73
Br.2;31.05.2025 06:00:00;9,73
Br.2;31.05.2025 07:00:00;9,73
Br.2;31.05.2025 08:00:00;9,73
Br.2;31.05.2025 09:00:00;9,73
Br.2;31.05.2025 10:00:00;9,73
Br.2;31.05.2025 11:00:00;9,73
Br.2;31.05.2025 12:00:00;9,73
Br.2;31.05.2025 13:00:00;9,73
Br.2;31.05.2025 14:00:00;9,73
Br.2;31.05.2025 15:00:00;9,73
Br.2;31.05.2025 16:00:00;9,73
Br.2;31.05.2025 17:00:00;9,73
Br.2;31.05.2025 18:00:00;9,73
Br.2;31.05.2025 19:00:00;9,73
Br.2;31.05.2025 20:00:00;9,73
Br.2;31.05.2025 21:00:00;9,73
Br.2;31.05.2025 22:00:00;9,73
Br.2;31.05.2025 23:00:00;9,73
Br.2;01.06.2025 00:00:00;9,82
Br.2;01.06.2025 01:00:00;9,83
Br.2;01.06.2025 02:00:00;9,82
Br.2;01.06.2025 03:00:00;9,82
Br.2;01.06.2025 04:00:00;9,82
Br.2;01.06.2025 05:00:00;9,83
Br.2;01.06.2025 06:00:00;9,82
Br.2;01.06.2025 07:00:00;9,82
Br.2;01.06.2025 08:00:00;9,82
Br.2;01.06.2025 09:00:00;9,82
Br.2;01.06.2025 10:00:00;9,82
Br.2;01.06.2025 11:00:00;9,83
Br.2;01.06.2025 12:00:00;9,82
Br.2;01.06.2025 13:00:00;9,82
Br.2;01.06.2025 14:00:00;9,82
Br.2;01.06.2025 15:00:00;9,82
Br.2;01.06.2025 16:00:00;9,82
Br.2;01.06.2025 17:00:00;9,82
Br.2;01.06.2025 18:00:00;9,83
Br.2;01.06.2025 19:00:00;9,82
Br.2;01.06.2025 20:00:00;9,82
Br.2;01.06.2025 21:00:00;9,83
Br.2;01.06.2025 22:00:00;9,82
Br.2;01.06.2025 23:00:00;9,83
Br.2;02.06.2025 00:00:00;9,76
Br.2;02.06.2025 01:00:00;9,76
Br.2;02.06.2025 02:00:00;9,76
Br.2;02.06.2025 03:00:00;9,76
Br.2;02.06.2025 04:00:00;9,77
Br.2;02.06.2025 05:00:00;9,76
Br.2;02.06.2025 06:00:00;9,76
Br.2;02.06.2025 07:00:00;9,76
Br.2;02.06.2025 08:00:00;9,76
Br.2;02.06.2025 09:00:00;9,77
Br.2;02.06.2025 10:00:00;9,76
Br.2;02.06.2025 11:00:00;9,76
Br.2;02.06.2025 12:00:00;9,76
Br.2;02.06.2025 13:00:00;9,76
Br.2;02.06.2025 14:00:00;9,77
Br.2;02.06.2025 15:00:00;9,76
Br.2;02.06.2025 16:00:00;9,76
Br.2;02.06.2025 17:00:00;9,77
Br.2;02.06.2025 18:00:00;9,76
Br.2;02.06.2025 19:00:00;9,76
Br.2;02.06.2025 20:00:00;9,76
Br.2;02.06.2025 21:00:00;9,76
Br.2;02.06.2025 22:00:00;9,76
Br.2;02.06.2025 23:00:00;9,77
Br.2;03.06.2025 00:00:00;9,69
Br.2;03.06.2025 01:00:00;9,69
Br.2;03.06.2025 02:00:00;9,69
Br.2;03.06.2025 03:00:00;9,69
Br.2;03.06.2025 04:00:00;9,69
Br.2;03.06.2025 05:00:00;9,70
Br.2;03.06.2025 06:00:00;9,69
Br.2;03.06.2025 07:00:00;9,69
Br.2;03.06.2025 08:00:00;9,70
Br.2;03.06.2025 09:00:00;9,69
Br.2;03.06.2025 10:00:00;9,70
Br.2;03.06.2025 11:00:00;9,70
Br.2;03.06.2025 12:00:00;9,70
Br.2;03.06.2025 13:00:00;9,69
Br.2;03.06.2025 14:00:00;9,70
Br.2;03.06.2025 15:00:00;9,69
Br.2;03.06.2025 16:00:00;9,69
Br.2;03.06.2025 17:00:00;9,70
Br.2;03.06.2025 18:00:00;9,70
Br.2;03.06.2025 19:00:00;9,70
Br.2;03.06.2025 20:00:00;9,69
Br.2;03.06.2025 21:00:00;9,69
Br.2;03.06.2025 22:00:00;9,70
Br.2;03.06.2025 23:00:00;9,70
Br.2;04.06.2025 00:00:00;9,82
Br.2;04.06.2025 01:00:00;9,82
Br.2;04.06.2025 02:00:00;9,82
Br.2;04.06.2025 03:00:00;9,82
Br.2;04.06.2025 04:00:00;9,82
Br.2;04.06.2025 05:00:00;9,82
Br.2;04.06.2025 06:00:00;9,82
Br.2;04.06.2025 07:00:00;9,82
Br.2;04.06.2025 08:00:00;9,82
Br.2;04.06.2025 09:00:00;9,82
Br.2;04.06.2025 10:00:00;9,82
Br.2;04.06.2025 11:00:00;9,82
Br.2;04.06.2025 12:00:00;9,82
Br.2;04.06.2025 13:00:00;9,82
Br.2;04.06.2025 14:00:00;9,82
Br.2;04.06.2025 15:00:00;9,82
Br.2;04.06.2025 16:00:00;9,82
Br.2;04.06.2025 17:00:00;9,82
Br.2;04.06.2025 18:00:00;9,82
Br.2;04.06.2025 19:00:00;9,82
Br.2;04.06.2025 20:00:00;9,82
Br.2;04.06.2025 21:00:00;9,82
Br.2;04.06.2025 22:00:00;9,82
Br.2;04.06.2025 23:00:00;9,82
Br.2;05.06.2025 00:00:00;9,72
Br.2;05.06.2025 01:00:00;9,72
Br.2;05.06.2025 02:00:00;9,72
Br.2;05.06.2025 03:00:00;9,72
Br.2;05.06.2025 04:00:00;9,72
Br.2;05.06.2025 05:00:00;9,72
Br.2;05.06.2025 06:00:00;9,73
Br.2;05.06.2025 07:00:00;9,72
Br.2;05.06.2025 08:00:00;9,72
Br.2;05.06.2025 09:00:00;9,72
Br.2;05.06.2025 10:00:00;9,72
Br.2;05.06.2025 11:00:00;9,72
Br.2;05.06.2025 12:00:00;9,72
Br.2;05.06.2025 13:00:00;9,72
Br.2;05.06.2025 14:00:00;9,72
Br.2;05.06.2025 15:00:00;9,72
Br.2;05.06.2025 16:00:00;9,72
Br.2;05.06.2025 17:00:00;9,72
Br.2;05.06.2025 18:00:00;9,72
Br.2;05.06.2025 19:00:00;9,72
Br.2;05.06.2025 20:00:00;9,72
Br.2;05.06.2025 21:00:00;9,72
Br.2;05.06.2025 22:00:00;9,72
Br.2;05.06.2025 23:00:00;9,72
Br.2;06.06.2025 00:00:00;10,03
Br.2;06.06.2025 01:00:00;10,03
Br.2;06.06.2025 02:00:00;10,03
Br.2;06.06.2025 03:00:00;10,03
Br.2;06.06.2025 04:00:00;10,03
Br.2;06.06.2025 05:00:00;10,03
Br.2;06.06.2025 06:00:00;10,03
Br.2;06.06.2025 07:00:00;10,03
Br.2;06.06.2025 08:00:00;10,03
Br.2;06.06.2025 09:00:00;10,03
Br.2;06.06.2025 10:00:00;10,03
Br.2;06.06.2025 11:00:00;10,03
Br.2;06.06.2025 12:00:00;10,03
Br.2;06.06.2025 13:00:00;10,03
Br.2;06.06.2025 14:00:00;10,03
Br.2;06.06.2025 15:00:00;10,03
Br.2;06.06.2025 16:00:00;10,03
Br.2;06.06.2025 17:00:00;10,03
Br.2;06.06.2025 18:00:00;10,03
Br.2;06.06.2025 19:00:00;10,03
Br.2;06.06.2025 20:00:00;10,03
Br.2;06.06.2025 21:00:00;10,03
Br.2;06.06.2025 22:00:00;10,03
Br.2;06.06.2025 23:00:00;10,03
Br.2;07.06.2025 00:00:00;9,81
Br.2;07.06.2025 01:00:00;9,81
Br.2;07.06.2025 02:00:00;9,81
Br.2;07.06.2025 03:00:00;9,81
Br.2;07.06.2025 04:00:00;9,80
Br.2;07.06.2025 05:00:00;9,80
Br.2;07.06.2025 06:00:00;9,81
Br.2;07.06.2025 07:00:00;9,80
Br.2;07.06.2025 08:00:00;9,81
Br.2;07.06.2025 09:00:00;9,81
Br.2;07.06.2025 10:00:00;9,81
Br.2;07.06.2025 11:00:00;9,81
Br.2;07.06.2025 12:00:00;9,81
Br.2;07.06.2025 13:00:00;9,81
Br.2;07.06.2025 14:00:00;9,81
Br.2;07.06.2025 15:00:00;9,81
Br.2;07.06.2025 16:00:00;9,81
Br.2;07.06.2025 17:00:00;9,81
Br.2;07.06.2025 18:00:00;9,81
Br.2;07.06.2025 19:00:00;9,80
Br.2;07.06.2025 20:00:00;9,81
Br.2;07.06.2025 21:00:00;9,81
Br.2;07.06.2025 22:00:00;9,81
Br.2;07.06.2025 23:00:00;9,81
Br.2;08.06.2025 00:00:00;9,87
Br.2;08.06.2025 01:00:00;9,87
Br.2;08.06.2025 02:00:00;9,87
Br.2;08.06.2025 03:00:00;9,87
Br.2;08.06.2025 04:00:00;9,87
Br.2;08.06.2025 05:00:00;9,87
Br.2;08.06.2025 06:00:00;9,87
Br.2;08.06.2025 07:00:00;9,87
Br.2;08.06.2025 08:00:00;9,87
Br.2;08.06.2025 09:00:00;9,87
Br.2;08.06.2025 10:00:00;9,87
Br.2;08.06.2025 11:00:00;9,87
Br.2;08.06.2025 12:00:00;9,87
Br.2;08.06.2025 13:00:00;9,87
Br.2;08.06.2025 14:00:00;9,87
Br.2;08.06.2025 15:00:00;9,87
Br.2;08.06.2025 16:00:00;9,87
Br.2;08.06.2025 17:00:00;9,87
Br.2;08.06.2025 18:00:00;9,87
Br.2;08.06.2025 19:00:00;9,87
Br.2;08.06.2025 20:00:00;9,87
Br.2;08.06.2025 21:00:00;9,87
Br.2;08.06.2025 22:00:00;9,87
Br.2;08.06.2025 23:00:00;9,87
Br.2;09.06.2025 00:00:00;9,91
Br.2;09.06.2025 01:00:00;9,91
Br.2;09.06.2025 02:00:00;9,91
Br.2;09.06.2025 03:00:00;9,91
Br.2;09.06.2025 04:00:00;9,91
Br.2;09.06.2025 05:00:00;9,91
Br.2;09.06.2025 06:00:00;9,91
Br.2;09.06.2025 07:00:00;9,91
Br.2;09.06.2025 08:00:00;9,91
Br.2;09.06.2025 09:00:00;9,91
Br.2;09.06.2025 10:00:00;9,91
Br.2;09.06.2025 11:00:00;9,91
Br.2;09.06.2025 12:00:00;9,91
Br.2;09.06.2025 13:00:00;9,91
Br.2;09.06.2025 14:00:00;9,91
Br.2;09.06.2025 15:00:00;9,91
Br.2;09.06.2025 16:00:00;9,91
Br.2;09.06.2025 17:00:00;9,91
Br.2;09.06.2025 18:00:00;9,91
Br.2;09.06.2025 19:00:00;9,91
Br.2;09.06.2025 20:00:00;9,91
Br.2;09.06.2025 21:00:00;9,91
Br.2;09.06.2025 22:00:00;9,91
Br.2;09.06.2025 23:00:00;9,91
Br.2;10.06.2025 00:00:00;9,89
Br.2;10.06.2025 01:00:00;9,89
Br.2;10.06.2025 02:00:00;9,89
Br.2;10.06.2025 03:00:00;9,89
Br.2;10.06.2025 04:00:00;9,89
Br.2;10.06.2025 05:00:00;9,89
Br.2;10.06.2025 06:00:00;9,89
Br.2;10.06.2025 07:00:00;9,89
Br.2;10.06.2025 08:00:00;9,89
Br.2;10.06.2025 09:00:00;9,89
Br.2;10.06.2025 10:00:00;9,89
Br.2;10.06.2025 11:00:00;9,89
Br.2;10.06.2025 12:00:00;9,89
Br.2;10.06.2025 13:00:00;9,89
Br.2;10.06.2025 14:00:00;9,89
Br.2;10.06.2025 15:00:00;9,89
Br.2;10.06.2025 16:00:00;9,89
Br.2;10.06.2025 17:00:00;9,89
Br.2;10.06.2025 18:00:00;9,89
Br.2;10.06.2025 19:00:00;9,89
Br.2;10.06.2025 20:00:00;9,89
Br.2;10.06.2025 21:00:00;9,89
Br.2;10.06.2025 22:00:00;9,89
Br.2;10.06.2025 23:00:00;9,89
Br.2;11.06.2025 00:00:00;10,03
Br.2;11.06.2025 01:00:00;10,03
Br.2;11.06.2025 02:00:00;10,03
Br.2;11.06.2025 03:00:00;10,03
Br.2;11.06.2025 04:00:00;10,03
Br.2;11.06.2025 05:00:00;10,03
Br.2;11.06.2025 06:00:00;10,03
Br.2;11.06.2025 07:00:00;10,03
Br.2;11.06.2025 08:00:00;10,03
Br.2;11.06.2025 09:00:00;10,03
Br.2;11.06.2025 10:00:00;10,03
Br.2;11.06.2025 11:00:00;10,03
Br.2;11.06.2025 12:00:00;10,03
Br.2;11.06.2025 13:00:00;10,03
Br.2;11.06.2025 14:00:00;10,03
Br.2;11.06.2025 15:00:00;10,03
Br.2;11.06.2025 16:00:00;10,03
Br.2;11.06.2025 17:00:00;10,03
Br.2;11.06.2025 18:00:00;10,03
Br.2;11.06.2025 19:00:00;10,03
Br.2;11.06.2025 20:00:00;10,03
Br.2;11.06.2025 21:00:00;10,03
Br.2;11.06.2025 22:00:00;10,03
Br.2;11.06.2025 23:00:00;10,03
Br.2;12.06.2025 00:00:00;9,93
Br.2;12.06.2025 01:00:00;9,93
Br.2;12.06.2025 02:00:00;9,93
Br.2;12.06.2025 03:00:00;9,93
Br.2;12.06.2025 04:00:00;9,93
Br.2;12.06.2025 05:00:00;9,93
Br.2;12.06.2025 06:00:00;9,93
Br.2;12.06.2025 07:00:00;9,93
Br.2;12.06.2025 08:00:00;9,93
Br.2;12.06.2025 09:00:00;9,93
Br.2;12.06.2025 10:00:00;9,93
Br.2;12.06.2025 11:00:00;9,93
Br.2;12.06.2025 12:00:00;9,93
Br.2;12.06.2025 13:00:00;9,93
Br.2;12.06.2025 14:00:00;9,93
Br.2;12.06.2025 15:00:00;9,93
Br.2;12.06.2025 16:00:00;9,93
Br.2;12.06.2025 17:00:00;9,93
Br.2;12.06.2025 18:00:00;9,93
Br.2;12.06.2025 19:00:00;9,93
Br.2;12.06.2025 20:00:00;9,93
Br.2;12.06.2025 21:00:00;9,93
Br.2;12.06.2025 22:00:00;9,93
Br.2;12.06.2025 23:00:00;9,93
Br.2;13.06.2025 00:00:00;9,91
Br.2;13.06.2025 01:00:00;9,91
Br.2;13.06.2025 02:00:00;9,91
Br.2;13.06.2025 03:00:00;9,91
Br.2;13.06.2025 04:00:00;9,91
Br.2;13.06.2025 05:00:00;9,91
Br.2;13.06.2025 06:00:00;9,91
Br.2;13.06.2025 07:00:00;9,91
Br.2;13.06.2025 08:00:00;9,91
Br.2;13.06.2025 09:00:00;9,91
Br.2;13.06.2025 10:00:00;9,91
Br.2;13.06.2025 11:00:00;9,91
Br.2;13.06.2025 12:00:00;9,91
Br.2;13.06.2025 13:00:00;9,91
Br.2;13.06.2025 14:00:00;9,91
Br.2;13.06.2025 15:00:00;9,91
Br.2;13.06.2025 16:00:00;9,91
Br.2;13.06.2025 17:00:00;9,91
Br.2;13.06.2025 18:00:00;9,91
Br.2;13.06.2025 19:00:00;9,91
Br.2;13.06.2025 20:00:00;9,91
Br.2;13.06.2025 21:00:00;9,91
Br.2;13.06.2025 22:00:00;9,91
Br.2;13.06.2025 23:00:00;9,91
Br.2;14.06.2025 00:00:00;9,86
Br.2;14.06.2025 01:00:00;9,86
Br.2;14.06.2025 02:00:00;9,86
Br.2;14.06.2025 03:00:00;9,86
Br.2;14.06.2025 04:00:00;9,86
Br.2;14.06.2025 05:00:00;9,86
Br.2;14.06.2025 06:00:00;9,86
Br.2;14.06.2025 07:00:00;9,86
Br.2;14.06.2025 08:00:00;9,86
Br.2;14.06.2025 09:00:00;9,86
Br.2;14.06.2025 10:00:00;9,86
Br.2;14.06.2025 11:00:00;9,86
Br.2;14.06.2025 12:00:00;9,86
Br.2;14.06.2025 13:00:00;9,86
Br.2;14.06.2025 14:00:00;9,86
Br.2;14.06.2025 15:00:00;9,86
Br.2;14.06.2025 16:00:00;9,86
Br.2;14.06.2025 17:00:00;9,86
Br.2;14.06.2025 18:00:00;9,86
Br.2;14.06.2025 19:00:00;9,86
Br.2;14.06.2025 20:00:00;9,86
Br.2;14.06.2025 21:00:00;9,86
Br.2;14.06.2025 22:00:00;9,86
Br.2;14.06.2025 23:00:00;9,86
Br.2;15.06.2025 00:00:00;9,98
Br.2;15.06.2025 01:00:00;9,98
Br.2;15.06.2025 02:00:00;9,98
Br.2;15.06.2025 03:00:00;9,98
Br.2;15.06.2025 04:00:00;9,98
Br.2;15.06.2025 05:00:00;9,98
Br.2;15.06.2025 06:00:00;9,98
Br.2;15.06.2025 07:00:00;9,98
Br.2;15.06.2025 08:00:00;9,98
Br.2;15.06.2025 09:00:00;9,98
