GWMST Name;Datum/Zeit;Messwert
jhkk;05.06.2025 23:00:00;9,00
jhkk;06.06.2025 00:00:00;9,11
jhkk;06.06.2025 01:00:00;9,18
jhkk;06.06.2025 02:00:00;9,09
jhkk;06.06.2025 03:00:00;9,11
jhkk;06.06.2025 04:00:00;9,09
jhkk;06.06.2025 05:00:00;9,16
jhkk;06.06.2025 06:00:00;9,12
jhkk;06.06.2025 07:00:00;9,11
jhkk;06.06.2025 08:00:00;9,09
jhkk;06.06.2025 09:00:00;9,18
jhkk;06.06.2025 10:00:00;9,10
jhkk;06.06.2025 11:00:00;9,12
jhkk;06.06.2025 12:00:00;9,13
jhkk;06.06.2025 13:00:00;9,14
jhkk;06.06.2025 14:00:00;9,17
jhkk;06.06.2025 15:00:00;9,14
jhkk;06.06.2025 16:00:00;9,14
jhkk;06.06.2025 17:00:00;9,16
jhkk;06.06.2025 18:00:00;9,16
jhkk;06.06.2025 19:00:00;9,10
jhkk;06.06.2025 20:00:00;9,13
jhkk;06.06.2025 21:00:00;9,09
jhkk;06.06.2025 22:00:00;9,11
jhkk;06.06.2025 23:00:00;9,14
jhkk;07.06.2025 00:00:00;9,13
jhkk;07.06.2025 01:00:00;9,20
jhkk;07.06.2025 02:00:00;9,18
jhkk;07.06.2025 03:00:00;9,18
jhkk;07.06.2025 04:00:00;9,14
jhkk;07.06.2025 05:00:00;9,12
jhkk;07.06.2025 06:00:00;9,12
jhkk;07.06.2025 07:00:00;9,12
jhkk;07.06.2025 08:00:00;9,16
jhkk;07.06.2025 09:00:00;9,18
jhkk;07.06.2025 10:00:00;9,16
jhkk;07.06.2025 11:00:00;9,15
jhkk;07.06.2025 12:00:00;9,12
jhkk;07.06.2025 13:00:00;9,18
jhkk;07.06.2025 14:00:00;9,20
jhkk;07.06.2025 15:00:00;9,20
jhkk;07.06.2025 16:00:00;9,21
jhkk;07.06.2025 17:00:00;9,19
jhkk;07.06.2025 18:00:00;9,13
jhkk;07.06.2025 19:00:00;9,20
jhkk;07.06.2025 20:00:00;9,12
jhkk;07.06.2025 21:00:00;9,14
jhkk;07.06.2025 22:00:00;9,15
jhkk;07.06.2025 23:00:00;9,12
jhkk;08.06.2025 00:00:00;9,08
jhkk;08.06.2025 01:00:00;9,09
jhkk;08.06.2025 02:00:00;9,08
jhkk;08.06.2025 03:00:00;9,14
jhkk;08.06.2025 04:00:00;9,07
jhkk;08.06.2025 05:00:00;9,09
jhkk;08.06.2025 06:00:00;9,10
jhkk;08.06.2025 07:00:00;9,16
jhkk;08.06.2025 08:00:00;9,15
jhkk;08.06.2025 09:00:00;9,10
jhkk;08.06.2025 10:00:00;9,12
jhkk;08.06.2025 11:00:00;9,14
jhkk;08.06.2025 12:00:00;9,15
jhkk;08.06.2025 13:00:00;9,13
jhkk;08.06.2025 14:00:00;9,14
jhkk;08.06.2025 15:00:00;9,16
jhkk;08.06.2025 16:00:00;9,10
jhkk;08.06.2025 17:00:00;9,13
jhkk;08.06.2025 18:00:00;9,12
jhkk;08.06.2025 19:00:00;9,07
jhkk;08.06.2025 20:00:00;9,15
jhkk;08.06.2025 21:00:00;9,14
jhkk;08.06.2025 22:00:00;9,10
jhkk;08.06.2025 23:00:00;9,09
jhkk;09.06.2025 00:00:00;9,33
jhkk;09.06.2025 01:00:00;9,35
jhkk;09.06.2025 02:00:00;9,29
jhkk;09.06.2025 03:00:00;9,32
jhkk;09.06.2025 04:00:00;9,33
jhkk;09.06.2025 05:00:00;9,31
jhkk;09.06.2025 06:00:00;9,27
jhkk;09.06.2025 07:00:00;9,31
jhkk;09.06.2025 08:00:00;9,35
jhkk;09.06.2025 09:00:00;9,30
jhkk;09.06.2025 10:00:00;9,27
jhkk;09.06.2025 11:00:00;9,31
jhkk;09.06.2025 12:00:00;9,32
jhkk;09.06.2025 13:00:00;9,30
jhkk;09.06.2025 14:00:00;9,27
jhkk;09.06.2025 15:00:00;9,33
jhkk;09.06.2025 16:00:00;9,28
jhkk;09.06.2025 17:00:00;9,34
jhkk;09.06.2025 18:00:00;9,35
jhkk;09.06.2025 19:00:00;9,30
jhkk;09.06.2025 20:00:00;9,28
jhkk;09.06.2025 21:00:00;9,35
jhkk;09.06.2025 22:00:00;9,31
jhkk;09.06.2025 23:00:00;9,36
jhkk;10.06.2025 00:00:00;9,27
jhkk;10.06.2025 01:00:00;9,31
jhkk;10.06.2025 02:00:00;9,34
jhkk;10.06.2025 03:00:00;9,28
jhkk;10.06.2025 04:00:00;9,35
jhkk;10.06.2025 05:00:00;9,35
jhkk;10.06.2025 06:00:00;9,36
jhkk;10.06.2025 07:00:00;9,33
jhkk;10.06.2025 08:00:00;9,35
jhkk;10.06.2025 09:00:00;9,29
jhkk;10.06.2025 10:00:00;9,31
jhkk;10.06.2025 11:00:00;9,27
jhkk;10.06.2025 12:00:00;9,31
jhkk;10.06.2025 13:00:00;9,32
jhkk;10.06.2025 14:00:00;9,32
jhkk;10.06.2025 15:00:00;9,31
jhkk;10.06.2025 16:00:00;9,35
jhkk;10.06.2025 17:00:00;9,32
jhkk;10.06.2025 18:00:00;9,28
jhkk;10.06.2025 19:00:00;9,35
jhkk;10.06.2025 20:00:00;9,27
jhkk;10.06.2025 21:00:00;9,27
jhkk;10.06.2025 22:00:00;9,28
jhkk;10.06.2025 23:00:00;9,27
jhkk;11.06.2025 00:00:00;9,26
