GWMST Name;Datum/Uhrzeit;Messwert
hallo;11.05.2025 15:00:00;3.46
hallo;11.05.2025 16:00:00;3.46
hallo;11.05.2025 17:00:00;3.47
hallo;11.05.2025 18:00:00;3.45
hallo;11.05.2025 19:00:00;3.44
hallo;11.05.2025 20:00:00;3.45
hallo;11.05.2025 21:00:00;3.47
hallo;11.05.2025 22:00:00;3.47
hallo;11.05.2025 23:00:00;3.47
hallo;12.05.2025 00:00:00;3.48
hallo;12.05.2025 01:00:00;3.50
hallo;12.05.2025 02:00:00;3.51
hallo;12.05.2025 03:00:00;3.50
hallo;12.05.2025 04:00:00;3.52
hallo;12.05.2025 05:00:00;3.51
hallo;12.05.2025 06:00:00;3.48
hallo;12.05.2025 07:00:00;3.47
hallo;12.05.2025 08:00:00;3.47
hallo;12.05.2025 09:00:00;3.48
hallo;12.05.2025 10:00:00;3.45
hallo;12.05.2025 11:00:00;3.49
hallo;12.05.2025 12:00:00;3.50
hallo;12.05.2025 13:00:00;3.49
hallo;12.05.2025 14:00:00;3.51
hallo;12.05.2025 15:00:00;3.48
hallo;12.05.2025 16:00:00;3.50
hallo;12.05.2025 17:00:00;3.47
hallo;12.05.2025 18:00:00;3.46
hallo;12.05.2025 19:00:00;3.49
hallo;12.05.2025 20:00:00;3.51
hallo;12.05.2025 21:00:00;3.48
hallo;12.05.2025 22:00:00;3.51
hallo;12.05.2025 23:00:00;3.50
hallo;13.05.2025 00:00:00;3.47
hallo;13.05.2025 01:00:00;3.45
hallo;13.05.2025 02:00:00;3.44
hallo;13.05.2025 03:00:00;3.43
hallo;13.05.2025 04:00:00;3.46
hallo;13.05.2025 05:00:00;3.47
hallo;13.05.2025 06:00:00;3.46
hallo;13.05.2025 07:00:00;3.45
hallo;13.05.2025 08:00:00;3.48
hallo;13.05.2025 09:00:00;3.46
hallo;13.05.2025 10:00:00;3.45
hallo;13.05.2025 11:00:00;3.49
hallo;13.05.2025 12:00:00;3.48
hallo;13.05.2025 13:00:00;3.51
hallo;13.05.2025 14:00:00;3.49
hallo;13.05.2025 15:00:00;3.49
hallo;13.05.2025 16:00:00;3.52
hallo;13.05.2025 17:00:00;3.49
hallo;13.05.2025 18:00:00;3.47
hallo;13.05.2025 19:00:00;3.49
hallo;13.05.2025 20:00:00;3.46
hallo;13.05.2025 21:00:00;3.49
hallo;13.05.2025 22:00:00;3.51
hallo;13.05.2025 23:00:00;3.52
hallo;14.05.2025 00:00:00;3.60
hallo;14.05.2025 01:00:00;3.57
hallo;14.05.2025 02:00:00;3.66
hallo;14.05.2025 03:00:00;3.62
hallo;14.05.2025 04:00:00;3.70
hallo;14.05.2025 05:00:00;3.75
hallo;14.05.2025 06:00:00;3.69
hallo;14.05.2025 07:00:00;3.66
hallo;14.05.2025 08:00:00;3.72
hallo;14.05.2025 09:00:00;3.74
hallo;14.05.2025 10:00:00;3.68
hallo;14.05.2025 11:00:00;3.70
hallo;14.05.2025 12:00:00;3.68
hallo;14.05.2025 13:00:00;3.71
hallo;14.05.2025 14:00:00;3.72
hallo;14.05.2025 15:00:00;3.69
hallo;14.05.2025 16:00:00;3.69
hallo;14.05.2025 17:00:00;3.73
hallo;14.05.2025 18:00:00;3.65
hallo;14.05.2025 19:00:00;3.69
hallo;14.05.2025 20:00:00;3.65
hallo;14.05.2025 21:00:00;3.64
hallo;14.05.2025 22:00:00;3.73
hallo;14.05.2025 23:00:00;3.79
hallo;15.05.2025 00:00:00;3.71
