GWMST Name;Datum/Zeit;Messwert
hallo;07.06.2025 02:00:00;9,12
hallo;07.06.2025 03:00:00;9,11
hallo;07.06.2025 04:00:00;9,19
hallo;07.06.2025 05:00:00;9,15
hallo;07.06.2025 06:00:00;9,13
hallo;07.06.2025 07:00:00;9,12
hallo;07.06.2025 08:00:00;9,12
hallo;07.06.2025 09:00:00;9,12
hallo;07.06.2025 10:00:00;9,16
hallo;07.06.2025 11:00:00;9,20
hallo;07.06.2025 12:00:00;9,20
hallo;07.06.2025 13:00:00;9,20
hallo;07.06.2025 14:00:00;9,14
hallo;07.06.2025 15:00:00;9,16
hallo;07.06.2025 16:00:00;9,20
hallo;07.06.2025 17:00:00;9,17
hallo;07.06.2025 18:00:00;9,20
hallo;07.06.2025 19:00:00;9,13
hallo;07.06.2025 20:00:00;9,15
hallo;07.06.2025 21:00:00;9,19
hallo;07.06.2025 22:00:00;9,18
hallo;07.06.2025 23:00:00;9,20
hallo;08.06.2025 00:00:00;9,07
hallo;08.06.2025 01:00:00;9,16
hallo;08.06.2025 02:00:00;9,09
hallo;08.06.2025 03:00:00;9,13
hallo;08.06.2025 04:00:00;9,16
hallo;08.06.2025 05:00:00;9,13
hallo;08.06.2025 06:00:00;9,08
hallo;08.06.2025 07:00:00;9,17
hallo;08.06.2025 08:00:00;9,08
hallo;08.06.2025 09:00:00;9,07
hallo;08.06.2025 10:00:00;9,12
hallo;08.06.2025 11:00:00;9,13
hallo;08.06.2025 12:00:00;9,07
hallo;08.06.2025 13:00:00;9,16
hallo;08.06.2025 14:00:00;9,12
hallo;08.06.2025 15:00:00;9,09
hallo;08.06.2025 16:00:00;9,16
hallo;08.06.2025 17:00:00;9,16
hallo;08.06.2025 18:00:00;9,12
hallo;08.06.2025 19:00:00;9,15
hallo;08.06.2025 20:00:00;9,10
hallo;08.06.2025 21:00:00;9,14
hallo;08.06.2025 22:00:00;9,14
hallo;08.06.2025 23:00:00;9,09
hallo;09.06.2025 00:00:00;9,35
hallo;09.06.2025 01:00:00;9,26
hallo;09.06.2025 02:00:00;9,34
hallo;09.06.2025 03:00:00;9,28
hallo;09.06.2025 04:00:00;9,26
hallo;09.06.2025 05:00:00;9,30
hallo;09.06.2025 06:00:00;9,28
hallo;09.06.2025 07:00:00;9,27
hallo;09.06.2025 08:00:00;9,33
hallo;09.06.2025 09:00:00;9,29
hallo;09.06.2025 10:00:00;9,35
hallo;09.06.2025 11:00:00;9,28
hallo;09.06.2025 12:00:00;9,29
hallo;09.06.2025 13:00:00;9,31
hallo;09.06.2025 14:00:00;9,33
hallo;09.06.2025 15:00:00;9,34
hallo;09.06.2025 16:00:00;9,34
hallo;09.06.2025 17:00:00;9,34
hallo;09.06.2025 18:00:00;9,35
hallo;09.06.2025 19:00:00;9,32
hallo;09.06.2025 20:00:00;9,32
hallo;09.06.2025 21:00:00;9,31
hallo;09.06.2025 22:00:00;9,30
hallo;09.06.2025 23:00:00;9,28
hallo;10.06.2025 00:00:00;9,28
hallo;10.06.2025 01:00:00;9,31
hallo;10.06.2025 02:00:00;9,29
hallo;10.06.2025 03:00:00;9,31
hallo;10.06.2025 04:00:00;9,35
hallo;10.06.2025 05:00:00;9,29
hallo;10.06.2025 06:00:00;9,35
hallo;10.06.2025 07:00:00;9,34
hallo;10.06.2025 08:00:00;9,33
hallo;10.06.2025 09:00:00;9,27
hallo;10.06.2025 10:00:00;9,32
hallo;10.06.2025 11:00:00;9,34
hallo;10.06.2025 12:00:00;9,28
hallo;10.06.2025 13:00:00;9,29
hallo;10.06.2025 14:00:00;9,31
hallo;10.06.2025 15:00:00;9,26
hallo;10.06.2025 16:00:00;9,31
hallo;10.06.2025 17:00:00;9,29
hallo;10.06.2025 18:00:00;9,31
hallo;10.06.2025 19:00:00;9,32
hallo;10.06.2025 20:00:00;9,35
hallo;10.06.2025 21:00:00;9,36
hallo;10.06.2025 22:00:00;9,34
hallo;10.06.2025 23:00:00;9,31
hallo;11.06.2025 00:00:00;9,20
