GWMST Name;Datum/Zeit;Messwert
dfd;08.06.2025 02:00:00;9,12
dfd;08.06.2025 03:00:00;9,15
dfd;08.06.2025 04:00:00;9,15
dfd;08.06.2025 05:00:00;9,13
dfd;08.06.2025 06:00:00;9,10
dfd;08.06.2025 07:00:00;9,13
dfd;08.06.2025 08:00:00;9,14
dfd;08.06.2025 09:00:00;9,14
dfd;08.06.2025 10:00:00;9,10
dfd;08.06.2025 11:00:00;9,13
dfd;08.06.2025 12:00:00;9,12
dfd;08.06.2025 13:00:00;9,15
dfd;08.06.2025 14:00:00;9,13
dfd;08.06.2025 15:00:00;9,13
dfd;08.06.2025 16:00:00;9,17
dfd;08.06.2025 17:00:00;9,13
dfd;08.06.2025 18:00:00;9,09
dfd;08.06.2025 19:00:00;9,11
dfd;08.06.2025 20:00:00;9,08
dfd;08.06.2025 21:00:00;9,14
dfd;08.06.2025 22:00:00;9,08
dfd;08.06.2025 23:00:00;9,10
dfd;09.06.2025 00:00:00;9,27
dfd;09.06.2025 01:00:00;9,28
dfd;09.06.2025 02:00:00;9,32
dfd;09.06.2025 03:00:00;9,35
dfd;09.06.2025 04:00:00;9,33
dfd;09.06.2025 05:00:00;9,27
dfd;09.06.2025 06:00:00;9,32
dfd;09.06.2025 07:00:00;9,33
dfd;09.06.2025 08:00:00;9,33
dfd;09.06.2025 09:00:00;9,33
dfd;09.06.2025 10:00:00;9,28
dfd;09.06.2025 11:00:00;9,35
dfd;09.06.2025 12:00:00;9,28
dfd;09.06.2025 13:00:00;9,27
dfd;09.06.2025 14:00:00;9,35
dfd;09.06.2025 15:00:00;9,31
dfd;09.06.2025 16:00:00;9,28
dfd;09.06.2025 17:00:00;9,28
dfd;09.06.2025 18:00:00;9,32
dfd;09.06.2025 19:00:00;9,26
dfd;09.06.2025 20:00:00;9,29
dfd;09.06.2025 21:00:00;9,34
dfd;09.06.2025 22:00:00;9,35
dfd;09.06.2025 23:00:00;9,28
dfd;10.06.2025 00:00:00;9,33
dfd;10.06.2025 01:00:00;9,35
dfd;10.06.2025 02:00:00;9,29
dfd;10.06.2025 03:00:00;9,33
dfd;10.06.2025 04:00:00;9,33
dfd;10.06.2025 05:00:00;9,29
dfd;10.06.2025 06:00:00;9,26
dfd;10.06.2025 07:00:00;9,35
dfd;10.06.2025 08:00:00;9,31
dfd;10.06.2025 09:00:00;9,26
dfd;10.06.2025 10:00:00;9,30
dfd;10.06.2025 11:00:00;9,29
dfd;10.06.2025 12:00:00;9,32
dfd;10.06.2025 13:00:00;9,32
dfd;10.06.2025 14:00:00;9,28
dfd;10.06.2025 15:00:00;9,32
dfd;10.06.2025 16:00:00;9,35
dfd;10.06.2025 17:00:00;9,36
dfd;10.06.2025 18:00:00;9,27
dfd;10.06.2025 19:00:00;9,28
dfd;10.06.2025 20:00:00;9,33
dfd;10.06.2025 21:00:00;9,27
dfd;10.06.2025 22:00:00;9,26
dfd;10.06.2025 23:00:00;9,35
dfd;11.06.2025 00:00:00;9,19
